lot_area,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,bsmt_unf_sf,heating,central_air,1st_flr_sf,2nd_flr_sf,total_sqr_ft,bedrooms,kitchen_qual,total_rooms,garage_type,car_garage,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,yr_sold,total_bathrooms,remodeled_y/n,total_bsmtfin_sf,finbsmt/gr_liv_area,avg_cs_index_value
5280,IDOTRR,1Fam,Two Story,4,7,1895,1950,173,GasA,N,825,536,1361,2,TA,6,Detchd,1,185,0,123,0,0,10,2008,1,Y,0,1361,164.06
8405,Edwards,1Fam,Finished 1 1/2 Story,4,3,1945,1950,0,Wall,N,1088,441,1529,4,TA,9,Detchd,1,240,92,0,185,0,4,2009,2,Y,0,1529,148.55
8123,Gilbert,1Fam,Two Story,6,5,2000,2000,982,GasA,Y,1007,793,1800,3,TA,7,Attchd,2,463,100,63,0,0,6,2009,3,N,0,1800,148.55
8604,NAmes,Duplex,Split Foyer Style,5,7,1978,1978,0,GasA,Y,941,0,941,2,Gd,4,Attchd,2,564,0,40,0,0,10,2009,2,N,941,1882,148.55
8125,SawyerW,1Fam,Single Story,6,5,1994,1998,270,GasA,Y,1679,0,1679,3,Gd,7,Attchd,2,575,224,42,0,0,10,2008,3,Y,1138,2817,164.06
10037,Somerst,1Fam,Single Story,8,5,2006,2007,794,GasA,Y,1460,0,1460,3,Gd,6,Attchd,2,480,0,20,0,0,8,2008,2,Y,666,2126,164.06
9675,Somerst,1Fam,Two Story,7,5,2005,2005,772,GasA,Y,1113,858,1971,3,Gd,8,Attchd,2,689,0,48,0,0,2,2009,3,N,341,2312,148.55
7800,Sawyer,1Fam,Single Story,5,7,1967,2004,414,GasA,Y,899,0,899,3,Gd,5,Attchd,1,288,64,0,0,0,6,2009,1,Y,450,1349,148.55
50271,Veenker,1Fam,Single Story,9,5,1981,1987,32,GasA,Y,1842,0,1842,0,Gd,5,Attchd,3,894,857,72,0,0,11,2006,3,Y,1810,3652,183.48
5400,OldTown,1Fam,Single Story,5,7,1954,2000,418,GasA,Y,833,0,833,2,Gd,4,Detchd,1,326,0,0,0,0,6,2006,1,Y,415,1248,183.48
15401,StoneBr,1Fam,Single Story,9,5,2004,2004,547,GasA,Y,1884,0,1884,2,Ex,7,Attchd,3,670,214,76,0,0,9,2008,3,N,1337,3221,164.06
8078,NAmes,Duplex,Single Story,5,5,1958,1958,1560,GasA,Y,1560,0,1560,4,TA,8,Detchd,2,484,0,0,0,0,12,2007,2,N,0,1560,179.94
12968,Sawyer,1Fam,Single Story,5,6,1962,1962,175,GasA,Y,912,0,912,2,TA,4,Detchd,1,352,140,0,0,176,9,2008,2,N,737,1649,164.06
9525,Edwards,1Fam,Finished 1 1/2 Story,6,4,1954,1972,550,GasA,Y,1216,639,1855,4,TA,7,Attchd,1,325,182,0,0,0,10,2006,2,Y,444,2299,183.48
9600,NWAmes,1Fam,Two Story,6,6,1971,1971,386,GasA,Y,930,715,1645,4,TA,7,Attchd,2,441,0,78,0,0,6,2010,3,N,329,1974,144.67
6120,BrkSide,1Fam,Finished 1 1/2 Story,5,6,1936,1950,927,GasA,Y,1067,472,1539,3,TA,5,Detchd,2,576,112,0,0,0,4,2009,2,Y,0,1539,148.55
21370,Sawyer,1Fam,Single Story,5,5,1950,1950,0,GasA,Y,1640,0,1640,3,TA,7,Attchd,2,394,0,0,225,0,6,2006,1,N,0,1640,183.48
6897,Sawyer,1Fam,Single Story,5,8,1962,2010,381,GasA,Y,1040,0,1040,3,TA,6,Detchd,1,260,0,104,0,0,5,2010,3,Y,659,1699,144.67
3940,Blmngtn,TwnhsE,Single Story,7,5,2004,2004,306,GasA,Y,1576,0,1576,2,Gd,7,Attchd,3,668,143,20,0,0,5,2008,3,N,1087,2663,164.06
8462,SawyerW,1Fam,Two Story,6,5,1994,1994,114,GasA,Y,936,785,1721,3,Gd,7,Attchd,2,471,300,87,0,0,7,2007,4,N,814,2535,179.94
11645,CollgCr,1Fam,Single Story,8,5,2005,2006,1474,GasA,Y,1498,0,1498,3,Gd,7,Attchd,3,844,144,98,0,0,3,2009,2,Y,24,1522,148.55
9320,NAmes,1Fam,Single Story,4,5,1959,1959,381,GasA,Y,1225,0,1225,3,TA,6,0,0,0,352,0,0,0,1,2010,3,N,569,1794,144.67
9286,CollgCr,1Fam,Single Story,5,7,1977,1989,1072,GasA,Y,1268,0,1268,3,Gd,5,Detchd,1,252,173,0,0,0,8,2009,2,Y,196,1464,148.55
4761,IDOTRR,1Fam,Unfinished 1 1/2 Story,3,3,1918,1950,1020,GasA,N,1020,0,1020,2,Fa,5,0,0,0,0,0,105,0,10,2006,1,Y,0,1020,183.48
7000,NAmes,1Fam,Single Story,5,4,1961,1961,369,GasA,Y,1150,0,1150,3,TA,6,Attchd,1,288,0,0,0,162,7,2006,1,N,781,1931,183.48
7472,NAmes,1Fam,Two Story,7,9,1972,2004,99,GasA,Y,725,754,1479,4,Gd,7,Attchd,2,484,0,32,0,0,5,2007,3,Y,626,2105,179.94
9350,Edwards,1Fam,Two Story,6,7,1946,1950,405,GasA,Y,892,747,1639,3,Gd,6,Detchd,1,240,0,50,0,0,6,2009,2,Y,342,1981,148.55
11900,Gilbert,1Fam,Two Story,5,6,1977,1977,722,GasA,Y,946,988,1934,3,TA,6,Attchd,2,567,0,176,0,200,7,2009,4,N,400,2334,148.55
4435,CollgCr,TwnhsE,Single Story,6,5,2003,2003,176,GasA,Y,848,0,848,1,Gd,4,Attchd,2,420,140,0,0,0,4,2010,2,N,672,1520,144.67
14300,NridgHt,1Fam,Single Story,9,5,2003,2004,1473,GasA,Y,2696,0,2696,3,Ex,10,Attchd,3,958,220,150,0,0,6,2010,4,Y,1373,4069,144.67
11075,NAmes,1Fam,Two Story,6,5,1969,1969,176,GasA,Y,1092,1020,2112,4,TA,9,Attchd,2,576,280,0,0,0,6,2008,3,N,776,2888,164.06
9750,CollgCr,1Fam,Single Story,7,5,2000,2001,1630,GasA,Y,1630,0,1630,3,Gd,6,Attchd,2,451,74,234,0,0,10,2009,2,Y,0,1630,148.55
8014,Sawyer,1Fam,Split Foyer Style,6,5,1978,1978,0,GasA,Y,1034,0,1034,3,TA,5,Basment,2,504,0,0,0,0,6,2009,2,N,456,1490,148.55
6627,BrkSide,1Fam,Single Story,3,6,1949,1950,0,Floor,N,720,0,720,2,TA,4,Detchd,1,287,0,0,0,0,7,2008,1,Y,0,720,164.06
10800,Somerst,1Fam,Two Story,8,5,2007,2008,245,GasA,Y,1050,1028,2078,3,Ex,8,Attchd,3,836,0,102,0,0,4,2008,4,Y,789,2867,164.06
13830,Gilbert,1Fam,Two Story,5,5,1997,1998,137,GasA,Y,928,701,1629,3,TA,6,Attchd,2,482,212,34,0,0,3,2010,3,Y,791,2420,144.67
20781,NWAmes,1Fam,Single Story,7,7,1968,2003,1203,GasA,Y,2156,0,2156,3,TA,9,Attchd,2,508,0,80,0,0,5,2006,2,Y,365,2521,183.48
13006,Gilbert,1Fam,Two Story,7,5,1997,1997,964,GasA,Y,993,1243,2236,4,Gd,8,BuiltIn,2,642,0,0,0,0,11,2006,3,N,0,2236,183.48
8450,Sawyer,1Fam,Single Story,5,6,1968,1968,450,GasA,Y,909,0,909,3,TA,5,Attchd,1,294,0,155,0,0,11,2006,1,N,432,1341,183.48
2448,NridgHt,Twnhs,Two Story,7,5,2003,2004,764,GasA,Y,764,862,1626,2,Gd,6,BuiltIn,2,474,0,27,0,0,10,2008,3,Y,0,1626,164.06
15426,CollgCr,1Fam,Two Story,6,5,1997,1997,107,GasA,Y,928,836,1764,3,Gd,7,Attchd,2,470,276,99,0,0,8,2009,4,N,821,2585,148.55
7560,NAmes,1Fam,Single Story,5,6,1958,1965,525,GasA,Y,1339,0,1339,3,TA,6,Attchd,1,294,0,0,0,0,5,2009,1,Y,504,1843,148.55
7577,NridgHt,TwnhsE,Single Story,6,5,2005,2006,1342,GasA,Y,1362,0,1362,2,Gd,6,Attchd,2,460,192,28,0,0,6,2007,2,Y,20,1382,179.94
9927,NWAmes,1Fam,Split Foyer Style,7,5,1976,1976,42,GasA,Y,1083,0,1083,2,TA,5,Attchd,2,596,444,0,40,0,7,2006,2,N,1005,2088,183.48
8125,NAmes,1Fam,Single Story,4,4,1971,1971,244,GasA,Y,858,0,858,3,TA,5,0,0,0,0,0,0,0,6,2006,1,N,614,1472,183.48
10594,Crawfor,1Fam,Unfinished 1 1/2 Story,5,5,1926,1950,768,Grav,N,789,0,789,2,TA,5,Detchd,1,200,0,0,112,0,6,2007,1,Y,0,789,179.94
7892,SawyerW,TwnhsE,Single Story,6,5,1993,1993,899,GasA,Y,1199,0,1199,2,Gd,5,Attchd,2,530,0,63,0,0,3,2008,2,N,300,1499,164.06
11700,OldTown,1Fam,Two Story,7,7,1880,2003,1240,GasA,N,1320,1320,2640,4,Gd,8,Detchd,4,864,181,0,386,0,6,2009,2,Y,0,2640,148.55
2628,NridgHt,Twnhs,Two Story,7,5,2003,2003,764,GasA,Y,764,862,1626,2,Gd,6,BuiltIn,2,474,0,27,0,0,6,2010,3,N,0,1626,144.67
16269,CollgCr,1Fam,Single Story,5,5,1978,1978,282,GasA,Y,907,0,907,3,TA,5,Attchd,1,343,72,0,0,0,7,2009,1,N,625,1532,148.55
8520,OldTown,1Fam,Single Story,6,8,1928,2003,624,GasA,Y,720,0,720,2,TA,5,Detchd,2,484,106,0,0,0,6,2010,1,Y,0,720,144.67
13673,Sawyer,1Fam,Single Story,5,5,1962,1962,1140,GasA,Y,1696,0,1696,3,TA,8,Attchd,1,349,0,30,0,0,3,2007,2,N,0,1696,179.94
16698,ClearCr,1Fam,Two Story,7,5,1992,1993,649,GasA,Y,944,815,1759,3,Gd,7,Attchd,2,525,150,193,0,0,6,2009,4,Y,800,2559,148.55
10206,Somerst,1Fam,Single Story,8,5,2007,2007,1530,GasA,Y,1563,0,1563,3,Gd,6,Attchd,3,758,144,99,0,0,10,2008,2,N,33,1596,164.06
2280,Somerst,Twnhs,Two Story,6,5,1999,1999,194,GasA,Y,757,792,1549,3,TA,6,Detchd,2,440,0,32,0,0,4,2008,4,N,550,2099,164.06
3760,Greens,Twnhs,Single Story,8,5,1980,1980,44,GasA,Y,1235,0,1235,1,TA,4,Attchd,2,484,133,78,0,0,5,2006,2,N,1191,2426,183.48
9600,NAmes,1Fam,Single Story,5,6,1955,1955,710,GasA,Y,1150,0,1150,2,TA,6,Attchd,1,288,0,0,0,175,10,2007,2,N,368,1518,179.94
4500,Mitchel,TwnhsE,Single Story,6,5,1998,1998,338,GasA,Y,1204,0,1204,2,TA,5,Attchd,2,412,0,247,0,0,6,2009,3,N,866,2070,148.55
10230,OldTown,1Fam,Single Story,5,7,1925,1950,1054,GasA,Y,1078,0,1078,3,Ex,6,Detchd,1,264,0,0,0,112,7,2009,1,Y,0,1078,148.55
10858,NAmes,1Fam,Single Story,5,6,1952,1952,1404,GasA,Y,1624,0,1624,2,TA,6,Attchd,1,240,0,40,324,0,7,2006,2,N,40,1664,183.48
1680,BrDale,Twnhs,Two Story,6,5,1971,1971,672,GasA,Y,672,546,1218,3,TA,7,0,0,0,201,0,0,0,4,2006,2,N,0,1218,183.48
13175,NWAmes,1Fam,Single Story,6,6,1978,1988,589,GasA,Y,2073,0,2073,3,TA,7,Attchd,2,500,349,0,0,0,2,2010,3,Y,953,3026,144.67
7931,NAmes,1Fam,Single Story,5,5,1959,1959,0,GasA,Y,1148,0,1148,3,TA,6,Attchd,1,672,0,0,0,0,7,2009,2,N,1148,2296,148.55
2280,NPkVill,Twnhs,Two Story,6,5,1978,1978,544,GasA,Y,855,601,1456,3,TA,7,Attchd,2,440,26,0,0,0,7,2010,3,N,311,1767,144.67
21453,ClearCr,1Fam,Split Level Style,6,5,1969,1969,0,GasA,Y,988,0,988,1,TA,4,Attchd,2,540,0,130,0,0,10,2006,2,N,938,1926,183.48
10603,Somerst,1Fam,Two Story,8,5,2006,2006,218,GasA,Y,909,886,1795,3,Gd,8,Attchd,3,782,168,45,0,0,7,2009,4,N,682,2477,148.55
15218,Somerst,1Fam,Single Story,8,5,2006,2006,108,GasA,Y,1670,0,1670,2,Gd,6,Attchd,3,928,0,240,200,0,9,2006,4,N,1562,3232,183.48
10267,BrkSide,1Fam,Single Story,6,7,1918,2000,0,GasA,Y,838,0,838,2,Fa,5,Detchd,1,275,0,0,112,0,11,2008,2,Y,816,1654,164.06
4251,Somerst,TwnhsE,Two Story,7,5,2006,2007,625,GasA,Y,625,625,1250,2,Gd,5,Detchd,2,528,0,54,0,0,6,2007,3,Y,0,1250,179.94
8800,NAmes,1Fam,Single Story,7,6,1966,1966,520,GasA,Y,1200,0,1200,3,TA,6,Attchd,2,440,0,0,0,0,10,2007,3,N,654,1854,179.94
10141,SawyerW,1Fam,Single Story,8,5,2004,2004,222,GasA,Y,1512,0,1512,3,Gd,6,Attchd,3,845,210,36,0,0,1,2009,2,N,1290,2802,148.55
10562,NridgHt,1Fam,Two Story,8,5,2007,2007,294,GasA,Y,1610,551,2161,3,Ex,8,Attchd,3,789,178,120,0,0,11,2007,3,N,1288,3449,179.94
6600,Mitchel,1Fam,Single Story,5,9,1982,2008,175,GasA,Y,816,0,816,3,Gd,5,Attchd,1,264,0,0,0,0,7,2008,2,Y,641,1457,164.06
11980,SawyerW,1Fam,Single Story,7,5,1987,1987,0,GasA,Y,1433,0,1433,1,Gd,4,Attchd,2,528,0,278,0,266,6,2010,3,N,1433,2866,144.67
12342,Edwards,1Fam,Single Story,4,5,1940,1950,599,GasA,Y,861,0,861,1,TA,4,Detchd,2,539,158,0,0,0,3,2009,1,Y,262,1123,148.55
9720,CollgCr,1Fam,Split Level Style,5,7,1977,1977,240,GasA,Y,1009,0,1009,3,TA,6,Detchd,2,576,0,0,0,0,7,2007,2,N,755,1764,179.94
9759,NAmes,1Fam,Single Story,5,5,1966,1966,252,GasA,Y,1051,0,1051,3,TA,6,Attchd,1,264,182,88,0,0,3,2006,2,N,799,1850,183.48
11275,NAmes,1Fam,Split Level Style,7,7,1967,2007,710,GasA,Y,1898,1080,2978,5,Gd,11,BuiltIn,2,564,240,0,0,0,4,2010,3,Y,0,2978,144.67
12030,NridgHt,1Fam,Single Story,8,5,2007,2007,1694,GasA,Y,1694,0,1694,3,Gd,7,Attchd,3,818,168,228,0,0,12,2007,2,N,0,1694,179.94
5775,OldTown,1Fam,Two Story,6,7,1915,2002,483,GasA,Y,741,686,1427,3,Gd,7,Attchd,1,379,0,24,112,0,7,2009,1,Y,0,1427,148.55
8400,CollgCr,1Fam,Two Story,7,5,2005,2005,784,GasA,Y,784,827,1611,3,Gd,6,Attchd,2,572,144,36,0,0,3,2006,3,N,0,1611,183.48
6120,OldTown,1Fam,Two Story,5,5,1923,1950,897,GasA,Y,1226,676,1902,4,TA,7,Detchd,2,576,0,139,55,0,10,2008,2,Y,203,2105,164.06
4217,Somerst,TwnhsE,Single Story,6,5,2008,2008,183,GasA,Y,1256,0,1256,1,Gd,5,Attchd,2,641,0,169,0,0,3,2009,3,N,962,2218,148.55
9487,Gilbert,1Fam,Two Story,6,5,2000,2000,395,GasA,Y,940,750,1690,3,TA,7,Attchd,2,442,0,50,0,0,6,2007,4,N,520,2210,179.94
7200,NAmes,1Fam,Single Story,5,7,1950,1950,0,GasA,Y,1040,0,1040,2,TA,5,Detchd,2,625,0,0,0,0,12,2006,1,N,0,1040,183.48
16779,Sawyer,1Fam,Two Story,5,4,1920,1996,404,GasA,Y,1567,1087,2654,4,TA,11,Attchd,2,638,128,570,0,0,5,2007,3,Y,267,2921,179.94
7922,NAmes,1Fam,Single Story,5,7,1953,2007,326,GasA,Y,1057,0,1057,3,Gd,5,Detchd,1,246,0,52,0,0,3,2010,2,Y,731,1788,144.67
2665,MeadowV,TwnhsE,Two Story,5,6,1977,1977,264,GasA,Y,616,688,1304,3,TA,5,BuiltIn,1,336,141,0,0,0,5,2006,2,N,0,1304,183.48
8674,BrkSide,1Fam,Finished 1 1/2 Story,5,6,1950,1950,0,GasA,Y,910,525,1435,3,TA,6,Detchd,1,308,0,33,0,0,3,2007,2,N,910,2345,179.94
39104,ClearCr,1Fam,Single Story,7,7,1954,2005,96,GasA,Y,1363,0,1363,2,TA,5,Attchd,2,439,81,0,0,0,7,2008,2,Y,1289,2652,164.06
4500,Mitchel,Twnhs,Single Story,6,5,1998,1998,319,GasA,Y,1216,0,1216,2,TA,5,Attchd,2,402,0,125,0,0,5,2006,3,N,897,2113,183.48
7800,Sawyer,1Fam,Single Story,5,7,1966,2008,150,GasA,Y,892,0,892,3,Gd,5,Detchd,1,416,0,0,0,0,6,2010,2,Y,714,1606,144.67
8453,SawyerW,1Fam,Two Story,6,5,1995,1995,392,GasA,Y,754,855,1609,3,Gd,6,Attchd,2,525,0,70,0,0,4,2008,3,N,362,1971,164.06
8702,Gilbert,1Fam,Two Story,6,5,1997,1998,220,GasA,Y,926,678,1604,3,TA,7,Attchd,2,470,0,36,0,0,4,2008,3,Y,706,2310,164.06
6600,OldTown,1Fam,Two Story,5,4,1892,1965,994,GasA,N,1378,994,2372,4,TA,11,Attchd,1,432,0,287,0,0,12,2009,2,Y,0,2372,148.55
9350,NAmes,1Fam,Single Story,5,6,1961,1995,491,GasA,Y,1313,0,1313,3,Gd,6,Attchd,2,610,172,28,0,121,2,2009,3,Y,822,2135,148.55
8239,OldTown,1Fam,Finished 1 1/2 Story,5,6,1920,1962,832,GasA,Y,1060,185,1245,3,TA,6,Detchd,1,315,0,0,334,0,3,2010,1,Y,176,1421,144.67
10710,NAmes,1Fam,Single Story,5,7,1966,2004,220,GasA,Y,1120,0,1120,3,TA,5,Attchd,2,656,0,162,0,0,5,2009,2,Y,644,1764,148.55
6120,BrkSide,1Fam,Two Story,5,8,1920,2004,939,GasA,Y,939,574,1513,4,TA,8,Detchd,1,180,24,0,150,0,6,2007,2,Y,0,1513,179.94
11553,Sawyer,1Fam,Single Story,5,5,1968,1968,378,GasA,Y,1159,0,1159,3,TA,7,Attchd,1,336,466,0,0,0,7,2006,2,N,673,1832,183.48
12151,NridgHt,1Fam,Two Story,9,5,2005,2005,165,GasA,Y,1414,917,2331,3,Ex,9,BuiltIn,3,1003,192,63,0,0,8,2008,4,N,1249,3580,164.06
8990,CollgCr,1Fam,Single Story,7,5,2006,2006,1498,GasA,Y,1498,0,1498,2,Gd,5,Attchd,2,675,351,33,0,0,4,2006,2,N,0,1498,183.48
11645,CollgCr,1Fam,Two Story,7,5,2004,2004,860,GasA,Y,860,860,1720,3,Gd,7,Attchd,2,565,0,70,0,0,8,2006,3,N,0,1720,183.48
8917,NAmes,Duplex,Single Story,5,5,1967,1967,1584,GasA,Y,1584,0,1584,4,TA,8,Detchd,2,506,0,0,0,0,10,2006,2,N,0,1584,183.48
10110,NridgHt,TwnhsE,Single Story,9,5,2008,2008,1486,GasA,Y,1866,0,1866,2,Ex,7,Attchd,3,870,0,48,0,0,11,2008,3,N,372,2238,164.06
10192,NWAmes,1Fam,Split Level Style,7,6,1968,1992,570,GasA,Y,1222,698,1920,4,Gd,8,Attchd,2,487,0,98,0,0,9,2006,3,Y,0,1920,183.48
7128,Crawfor,1Fam,Unfinished 2 1/2 Story,7,5,1941,1950,554,GasA,Y,918,728,1646,4,TA,7,Detchd,1,240,0,0,0,126,8,2007,2,Y,364,2010,179.94
12384,NWAmes,1Fam,Two Story,7,7,1976,1976,793,GasA,Y,1142,793,1935,3,TA,7,Attchd,2,550,0,113,252,0,6,2007,3,N,0,1935,179.94
12134,Gilbert,1Fam,Finished 1 1/2 Story,8,7,1988,2005,132,GasA,Y,1080,672,1752,4,TA,8,Basment,2,492,325,12,0,0,6,2010,2,Y,427,2179,144.67
9780,IDOTRR,1Fam,Two Story,7,9,1950,2005,224,GasA,Y,976,976,1952,4,Gd,8,Detchd,1,299,285,0,0,216,10,2007,2,Y,752,2704,179.94
7703,SawyerW,1Fam,Two Story,6,6,1992,1992,400,GasA,Y,833,897,1730,3,Gd,6,Attchd,2,528,0,91,0,168,11,2009,3,N,416,2146,148.55
9937,Edwards,1Fam,Single Story,5,7,1964,1999,849,GasA,Y,1486,0,1486,3,TA,7,Detchd,2,480,0,0,0,0,5,2009,2,Y,637,2123,148.55
9856,OldTown,1Fam,Two Story,5,8,1900,2005,716,GasA,Y,1007,1007,2014,5,TA,8,Detchd,2,624,0,72,167,0,5,2006,2,Y,0,2014,183.48
7200,CollgCr,1Fam,Single Story,5,8,1972,1972,427,GasW,Y,864,0,864,3,TA,5,Detchd,1,297,0,0,0,0,5,2006,1,N,437,1301,183.48
6931,Edwards,2fmCon,Single Story,4,5,1955,1955,0,GasA,N,784,0,784,2,TA,4,0,0,0,112,0,0,0,5,2008,2,N,784,1568,164.06
13438,Timber,1Fam,Single Story,9,5,2008,2008,432,GasA,Y,2036,0,2036,3,Ex,9,Attchd,3,780,90,154,0,0,7,2009,3,N,1758,3794,148.55
12292,StoneBr,1Fam,Two Story,9,5,2006,2006,889,GasA,Y,1102,1371,2473,4,Gd,11,BuiltIn,3,675,246,39,0,0,7,2006,3,N,205,2678,183.48
9060,Edwards,1Fam,Finished 1 1/2 Story,6,5,1939,1950,356,GasA,Y,698,560,1258,2,TA,6,Detchd,1,280,0,0,0,0,10,2009,1,Y,204,1462,148.55
7424,Sawyer,Duplex,Split Foyer Style,5,5,1978,1978,0,GasA,Y,1373,0,1373,3,TA,5,Attchd,2,591,0,0,0,0,5,2010,2,N,1319,2692,144.67
12354,Edwards,1Fam,Finished 1 1/2 Story,6,8,1920,2000,684,GasA,Y,684,512,1196,3,Gd,7,Detchd,2,528,0,46,0,0,7,2009,1,Y,0,1196,148.55
12217,Somerst,1Fam,Two Story,8,5,2007,2007,210,GasA,Y,955,925,1880,3,Ex,8,Attchd,3,880,168,127,0,0,12,2007,4,N,745,2625,179.94
9100,Sawyer,1Fam,Single Story,5,4,1962,1962,952,GasA,Y,988,0,988,3,TA,6,Detchd,2,624,0,0,0,0,7,2006,2,N,36,1024,183.48
16669,Timber,1Fam,Single Story,8,6,1981,1981,1686,GasA,Y,1707,0,1707,2,TA,6,Attchd,2,511,574,64,0,0,1,2006,3,N,0,1707,183.48
8402,Mitchel,1Fam,Single Story,5,5,2007,2007,914,GasA,Y,1120,0,1120,3,TA,6,0,0,0,0,30,0,0,12,2007,1,N,206,1326,179.94
9280,Edwards,1Fam,Single Story,5,6,1951,1951,785,GasA,Y,1342,0,1342,4,TA,7,Detchd,1,256,0,0,0,0,4,2007,2,N,557,1899,179.94
15431,NridgHt,1Fam,Single Story,10,5,2005,2006,564,GasA,Y,2046,0,2046,2,Ex,7,Attchd,3,878,188,65,0,175,8,2007,4,Y,1430,3476,179.94
1680,BrDale,Twnhs,Two Story,5,5,1972,1972,280,GasA,Y,630,672,1302,3,TA,6,Detchd,1,264,0,0,0,0,12,2008,3,N,350,1652,164.06
3635,Blmngtn,TwnhsE,Single Story,7,5,2007,2007,398,GasA,Y,1569,0,1569,1,Gd,7,Attchd,3,660,143,20,0,0,5,2009,3,N,988,2557,148.55
11070,Mitchel,1Fam,Single Story,5,5,1991,1991,1527,GasA,Y,1595,0,1595,2,TA,5,Detchd,2,672,0,0,0,0,4,2009,3,N,55,1650,148.55
17217,Mitchel,1Fam,Single Story,5,5,2006,2006,1140,GasA,Y,1140,0,1140,3,TA,6,0,0,0,36,56,0,0,7,2006,1,N,0,1140,183.48
19296,NAmes,1Fam,Split Level Style,6,5,1962,1962,0,GasA,Y,1382,0,1382,3,TA,6,Attchd,2,884,0,0,252,0,5,2009,2,N,1362,2744,148.55
10335,Sawyer,1Fam,Single Story,5,6,1968,1993,891,GasA,Y,1721,0,1721,3,TA,7,Attchd,2,440,0,96,180,0,7,2006,3,Y,570,2291,183.48
2665,MeadowV,TwnhsE,Two Story,5,7,1976,1976,232,GasA,Y,925,550,1475,4,TA,6,Attchd,1,336,92,26,0,0,8,2008,2,N,318,1793,164.06
11025,NoRidge,1Fam,Finished 1 1/2 Story,9,5,1993,1994,1328,GasA,Y,1827,959,2786,4,Gd,10,Attchd,2,636,294,49,0,0,6,2008,4,Y,520,3306,164.06
10880,Edwards,2fmCon,Single Story,5,5,1950,1950,124,GasW,N,1164,0,1164,3,TA,5,Detchd,1,240,0,48,0,0,8,2008,2,N,1040,2204,164.06
7614,OldTown,1Fam,Two Story,3,5,1905,1950,738,GasA,Y,714,662,1376,2,TA,7,Detchd,1,216,0,0,104,225,3,2006,1,Y,0,1376,183.48
6292,SWISU,1Fam,Single Story,6,5,1930,1950,384,GasA,N,790,0,790,2,TA,4,Detchd,1,160,0,141,0,0,4,2008,1,Y,384,1174,164.06
7588,Crawfor,1Fam,Two Story,7,6,1920,1950,441,GasA,Y,901,901,1802,4,TA,9,Detchd,1,216,0,0,40,0,7,2006,2,Y,352,2154,183.48
8243,NAmes,1Fam,Single Story,5,7,1961,1961,264,GasA,Y,964,0,964,3,TA,5,Detchd,2,784,170,0,0,0,5,2007,1,N,700,1664,179.94
9750,CollgCr,1Fam,Two Story,7,6,1998,1998,133,GasA,Y,1108,989,2097,3,Gd,8,Detchd,2,583,253,170,0,0,6,2006,4,N,975,3072,183.48
6951,Mitchel,1Fam,Single Story,5,5,1984,1985,218,GasA,Y,923,0,923,3,TA,5,Attchd,1,264,362,0,0,0,10,2008,2,Y,658,1581,164.06
8800,OldTown,1Fam,Finished 1 1/2 Story,4,7,1910,2004,576,GasA,Y,792,348,1140,3,TA,7,0,0,0,0,160,0,0,6,2010,1,Y,0,1140,144.67
9709,NridgHt,1Fam,Two Story,8,5,2007,2007,140,GasA,Y,958,1142,2100,3,Ex,8,BuiltIn,3,786,172,104,0,0,9,2007,4,N,778,2878,179.94
215245,Timber,1Fam,Single Story,7,5,1965,1965,80,GasW,Y,2036,0,2036,3,TA,8,Attchd,2,513,0,0,0,0,6,2009,4,N,2056,4092,148.55
6430,SWISU,2fmCon,Finished 1 1/2 Story,6,6,1945,1950,0,GasA,N,816,524,1340,3,TA,6,Attchd,1,440,0,0,0,0,7,2006,2,Y,780,2120,183.48
4435,CollgCr,TwnhsE,Single Story,6,5,2003,2004,163,GasA,Y,848,0,848,1,Gd,4,Attchd,2,420,140,0,0,0,6,2009,2,Y,685,1533,148.55
8176,NAmes,1Fam,Single Story,5,6,1958,1992,210,GasA,Y,1056,0,1056,3,TA,6,Attchd,1,308,0,0,0,0,8,2007,2,Y,846,1902,179.94
6120,BrkSide,1Fam,Single Story,5,7,1925,1950,279,GasA,N,1015,0,1015,3,TA,6,Detchd,1,450,0,0,112,120,6,2006,1,Y,489,1504,183.48
12665,OldTown,1Fam,Finished 1 1/2 Story,5,8,1915,1950,876,GasA,Y,876,540,1416,4,TA,7,Detchd,3,720,418,0,194,0,6,2008,2,Y,0,1416,164.06
2544,Somerst,Twnhs,Two Story,6,5,2005,2005,224,GasA,Y,600,636,1236,2,Gd,4,Detchd,2,480,0,166,0,0,5,2010,4,N,376,1612,144.67
10041,SawyerW,1Fam,Two Story,8,5,1992,1992,119,GasA,Y,927,988,1915,3,Gd,8,Attchd,2,506,120,150,0,0,2,2006,4,N,789,2704,183.48
7200,CollgCr,1Fam,Single Story,4,8,1972,2006,0,GasA,Y,875,0,875,3,Gd,5,Detchd,2,728,352,0,0,0,6,2007,1,Y,385,1260,179.94
12376,SawyerW,1Fam,Two Story,7,5,1990,1990,203,GasA,Y,1699,1523,3222,5,Gd,11,Attchd,3,594,367,0,0,0,5,2010,4,N,1470,4692,144.67
2403,Somerst,TwnhsE,Two Story,7,5,2003,2003,286,GasA,Y,530,550,1080,2,Gd,4,Attchd,2,496,0,50,0,0,6,2010,3,N,244,1324,144.67
